key,author,comment,hashtags,mentions
https://www.instagram.com/p/B895HbwAWPH/,raymondcalzadillas,💜💛💜💛💜💛,,
https://www.instagram.com/p/B895Bnpnbnx/,abcnews,"Former Pres. Barack Obama on the death of Katherine Johnson: ""She spent decades as a hidden figure, breaking barriers behind the scenes. But by the end of her life, she had become a hero to millions—including Michelle and me."" Johnson, who helped pave the way for the first American astronaut to successfully orbit the Earth, has died at the age of 101. The pivotal roles of Johnson and other African-American women at NASA were highlighted in the 2016 film ""Hidden Figures.""",,
https://www.instagram.com/p/B895Bnpnbnx/,alpha.scholar06,Wonderful words from a true President!,,
https://www.instagram.com/p/B895Bnpnbnx/,joeyc5656,Oh so that’s what it’s like to give the Medal of Freedom to someone that deserves it? RIP Katherine Johnson. 🙏🏻,,
https://www.instagram.com/p/B895Bnpnbnx/,1ce__uponatime,Hidden Figures was one of the best movies I’ve seen to date because these three women broke barriers and made it possible for other ethnic minorities to have opportunities. Katherine Johnson is an inspiration. May she rest in eternal peace.,,
https://www.instagram.com/p/B895Bnpnbnx/,nancy923,No one cares what Obama thinks. He trying so hard to stay relevant.🤣 #trump2020🇺🇸,['trump2020'],
https://www.instagram.com/p/B895Bnpnbnx/,eileen.stafford.54,Compare her credentials to Rush Limbaugh’s.,,
https://www.instagram.com/p/B895Bnpnbnx/,garzalynn,THIS is who this medal was Intended for.,,
https://www.instagram.com/p/B895Bnpnbnx/,debbiegriffin104,Mrs. Johnson is an American hero. She and her coworkers deserve to be in the history books with the likes of John Glen. Rest in the arms of God. You were an inspiration to all of us,,
https://www.instagram.com/p/B895Bnpnbnx/,duboisdavis,Beautifully articulated by a true gentleman,,
https://www.instagram.com/p/B895Bnpnbnx/,jaheimjackson13,Respect💯,,
https://www.instagram.com/p/B895Bnpnbnx/,km_o.neill,"While I personally do not agree with the majority of his administration, I will give credit where credit is due. Well said.",,
https://www.instagram.com/p/B895Bnpnbnx/,alycerojas,A beautiful tribute to a beautiful woman from a true gentle man❤️❤️❤️❤️❤️,,
https://www.instagram.com/p/B895Bnpnbnx/,tammy.tomlinsonzink,❤️❤️❤️❤️. She is such a hero,,
https://www.instagram.com/p/B894kW8l7ga/,abcnews,"Joe Biden to Vanessa Bryant: ""There will come a day, I promise you, when the memory of Kobe and Gianna will bring a smile to your lips before it brings a tear to your eye."" #joebiden #vanessabryant #kobebryant #gigi #gigibryant","['joebiden', 'vanessabryant', 'kobebryant', 'gigi', 'gigibryant']",
https://www.instagram.com/p/B894kW8l7ga/,riveraj83,Nice to hear a presidential candidate who can compose complete sentences and actually show authentic empathy,,
https://www.instagram.com/p/B894kW8l7ga/,butterfly_deon,Spoken like man who has experienced that type of pain and has made it to the other side 🙏🏽🙏🏽🙏🏽🙏🏽,,
https://www.instagram.com/p/B894kW8l7ga/,mommybertuccio,What an incredibly nice thing to say... from a man who knows ❤️,,
https://www.instagram.com/p/B894kW8l7ga/,pacochan22,Only someone who has been through great pain with the loss of a child and spouse could speak those words to comfort someone going through the same.,,
https://www.instagram.com/p/B894kW8l7ga/,krispy_natyeet,That’s mad respect actually,,
https://www.instagram.com/p/B894kW8l7ga/,jjpeterson1946,Really well spoken statement 👍 !!,,
https://www.instagram.com/p/B894kW8l7ga/,serenaj5,He would know how that feels 😢,,
https://www.instagram.com/p/B894kW8l7ga/,jumpstyler0037,Beautifully said👍,,
https://www.instagram.com/p/B894kW8l7ga/,lent57,Go find a good nursing home in Delaware pal,,
https://www.instagram.com/p/B894kW8l7ga/,welliesandbrollies,Grief is like a huge boulder. You don’t move it all at once. It’s exhausting. You chip away at it. Day by day. Week by week. In due course it then becomes easier to move. 🙏👍❤️,,
https://www.instagram.com/p/B894kW8l7ga/,bamski114,Stay in your lane you stool 💩,,
https://www.instagram.com/p/B894kW8l7ga/,nope2409,“So please vote for me black people” 😆😆😆😆,,
https://www.instagram.com/p/B890zoIgEwY/,abcnews,"""Harvey is strong...and he's going to continue to fight."" Defense attorneys for Harvey Weinstein spoke outside of court, confirming they will appeal after the disgraced former Hollywood producer was found guilty on two counts in sexual assault case.",,
https://www.instagram.com/p/B890zoIgEwY/,honchiano,They all clowns lmao,,
https://www.instagram.com/p/B890zoIgEwY/,fancy_free_destiny,He's gonna do some fighting in the showers😉😉😉,,
https://www.instagram.com/p/B890zoIgEwY/,reverendjohnatom1,Wouldn’t it just be easier to appeal to Trump? 🤷‍♂️,,
https://www.instagram.com/p/B890zoIgEwY/,eric.esoteric,Heck of a jaw line on her,,
https://www.instagram.com/p/B890zoIgEwY/,miceal_o_maolcata,He’s got money that’s what all of this about.,,
https://www.instagram.com/p/B890zoIgEwY/,sepnsan,Thank goodness🐷,,
https://www.instagram.com/p/B890zoIgEwY/,destroyedthefbi,Google Putin ordered the Sandy Hook shooting In Newtown Wordpress💩🧠🤡,,
https://www.instagram.com/p/B890zoIgEwY/,keegannate,Have fun trading Ramen Soups in prison bud!,,
https://www.instagram.com/p/B890zoIgEwY/,_.itsmateo,Can you blame them? They're hired to do a job,,
https://www.instagram.com/p/B890zoIgEwY/,gtrademacher,"Donna: ""I think that women need to be heard, which is different than women needing to be believed."" So, yeah, we hear you, Donna, but don't believe you.",,
https://www.instagram.com/p/B890zoIgEwY/,jerseyjohn14,Wtf ever,,
https://www.instagram.com/p/B890zoIgEwY/,mrsexclothing,"“As sure as I’m a bald man, we’ll be appealing” 😂😂",,
https://www.instagram.com/p/B890eL1FIvb/,abcnews,"""When Kobe Bryant died, a piece of me died""

Michael Jordan, a close friend of Kobe Bryant, wiped tears away as he spoke at the NBA legend's memorial service. https://abcn.ws/2SUEjUB",,
https://www.instagram.com/p/B890eL1FIvb/,bhavrilka,I think Michael made everyone cry! Beautiful tribute!,,
https://www.instagram.com/p/B890eL1FIvb/,thelondon_23,MJ and Kobe . The top of the basketball world . 🐐🐐,,
https://www.instagram.com/p/B890eL1FIvb/,joelybernat,Wow! 👏🏻“We must live in the moment” cherish our love ones everyday ❤️👏🏻,,
https://www.instagram.com/p/B890eL1FIvb/,rogerbigblock,Enough Kobe already. There are more important things occurring in the world now.,,
https://www.instagram.com/p/B890eL1FIvb/,cws_fudacz_720,Should this be the end of the crying meme?,,
https://www.instagram.com/p/B890eL1FIvb/,snootybeats_keishab,😩😩😩 I am so choked up with tears right now 🙏🏾🙏🏾🙏🏾 #ripkobebryant #ripgigi,"['ripkobebryant', 'ripgigi']",
https://www.instagram.com/p/B890eL1FIvb/,destroyedthefbi,Putin took out Kobe for being not fair hating Trump but supporting Obama’s crimes against humanity🤔,,
https://www.instagram.com/p/B890eL1FIvb/,alexbarbabmw,Beautiful words 🙏🏽,,
https://www.instagram.com/p/B890eL1FIvb/,gurugloria,Michael Open his Heart ❤️ We Heat The Deep Love He Have for His Little Brother so Beautiful 🙏💜🙏Love & Light To His Soul 🙏Journey Will,,
https://www.instagram.com/p/B890eL1FIvb/,sandy__jk,Oh my 😢 I’m sitting here crying that was a beautiful speech ❤️,,
https://www.instagram.com/p/B890eL1FIvb/,thalostart,That was beautiful,,
https://www.instagram.com/p/B890eL1FIvb/,debrajohnson161,We love you anb miss you kobe and gg bryant,,
https://www.instagram.com/p/B89utvUhDkU/,abcnews,"Vanessa Bryant called her husband Kobe Bryant the best ""girl dad,"" who taught their four daughters ""how to be brave and keep pushing forward when things get tough."" ""I want my daughters to know and remember the amazing person, husband and father he was."" #vanessabryant #kobebryant #nba #wnba #gigi #gigibryant","['vanessabryant', 'kobebryant', 'nba', 'wnba', 'gigi', 'gigibryant']",
https://www.instagram.com/p/B89utvUhDkU/,call_me_yzzy,Her speech was everywhere which means to me it came from her heart. No one wrote it for her. I respect that.,,
https://www.instagram.com/p/B89utvUhDkU/,michele_wanek,I don’t know how she got though!!!!!! Bless you !!!,,
https://www.instagram.com/p/B89utvUhDkU/,amandaabarrio,"I feel your pain 😢
I lost my husband 24yrs ago .
Due to a viral neumonía 🙁
We had 10 children ,his mine & ours ,the youngest had just turned 5.
I always spoke to them about the good times & said dad will be in your heart ❤️ They have all grown up to be happy & loving the pictures & memories of their dad .I will pray for you & your family 😍.",,
https://www.instagram.com/p/B89utvUhDkU/,onyecachie,This is so heartbreaking. 💔💔💔💔,,
https://www.instagram.com/p/B89utvUhDkU/,sassygirlcanada,"I cried like a baby during the memorial, and have a tremendous amount of respect for Vanessa Bryant. She was so poised, and her words came from the heart. Her strength got her through that beautiful eulogy. 💛💜",,
https://www.instagram.com/p/B89utvUhDkU/,olgalilia,"God knew they could not be on this earth without each other, he had to take them both to have them together. Vanessa Bryant. 💜💛💜",,
https://www.instagram.com/p/B89utvUhDkU/,regnenn,"Omg, she’s so strong! 💜😞",,
https://www.instagram.com/p/B89utvUhDkU/,nt_sh528,"Please, add the whole Vanessa’s speech 🌺",,
https://www.instagram.com/p/B89utvUhDkU/,aridia181,She needs our prayers 🙏🏽🙏🏽🙏🏽,,
https://www.instagram.com/p/B89utvUhDkU/,tynamorris,❤️❤️❤️🙌🙌🙌,,
https://www.instagram.com/p/B89utvUhDkU/,masudaraouf,Omg it so difficult for her to lost husband and daughter 😢,,
https://www.instagram.com/p/B89utvUhDkU/,simplyjenbda,So brave 💜,,
https://www.instagram.com/p/B89ryvGhSO5/,abcnews,"""He was my everything."" Kobe Bryant and his daughter Gianna 'Gigi' Bryant were remembered in a memorial servicei n Los Angeles today. #kobebryant #gigi #gigibryant #vanessaryant #nba #wnba #icon #legend","['kobebryant', 'gigi', 'gigibryant', 'vanessaryant', 'nba', 'wnba', 'icon', 'legend']",
https://www.instagram.com/p/B89ryvGhSO5/,the_sloppy_v,Who cares,,
https://www.instagram.com/p/B89ryvGhSO5/,amani.__.24,lord please stop posting about this it’s getting really annoying now,,
https://www.instagram.com/p/B89ryvGhSO5/,martha_l_rodriguez_,Beautiful picture. May they both Rest In Peace,,
https://www.instagram.com/p/B89ryvGhSO5/,bud_mani2,🙏💜 great picture awesome,,
https://www.instagram.com/p/B89ryvGhSO5/,weirdo_dave,He and his daughter wasn’t the only lives lost!,,
https://www.instagram.com/p/B89ryvGhSO5/,dincer01_,Black lives matter🙌 Black2020,,
https://www.instagram.com/p/B89ryvGhSO5/,magiedaniels,I'm still in shock ...,,
https://www.instagram.com/p/B89ryvGhSO5/,carolynhoag,Pure beauty,,
https://www.instagram.com/p/B89ryvGhSO5/,destroyedthefbi,Putin took him out for supporting Obama’s crimes against humanity🤔💀,,
https://www.instagram.com/p/B89ryvGhSO5/,hulseannette,😢,,
https://www.instagram.com/p/B89ryvGhSO5/,rcrelias,😍,,
https://www.instagram.com/p/B89ryvGhSO5/,sonjataber,🙏🙏🙏🙏,,
https://www.instagram.com/p/B89q9yzh3JR/,abcnews,"Shaquille O'Neal pays tribute to friend and former teammate Kobe Bryant: ""I take comfort in the fact as we speak Kobe and Gigi are holding hands walking to the nearest basketball court…Kobe, you’re heaven’s MVP."" #kobebryant #nba #wnba #gigi #gigibryant","['kobebryant', 'nba', 'wnba', 'gigi', 'gigibryant']",
https://www.instagram.com/p/B89q9yzh3JR/,kiingsliveinbk,"It’s amazing how many people think “Heaven”, is going to be like how you’ve lived here in America, following no laws, statutes or commandments of the #bible......Amazing🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️",['bible'],
https://www.instagram.com/p/B89q9yzh3JR/,tristbarrows,"What?! Either their in Heaven or Hell, Hopefully Heaven, but this talk when ppl die that they do this n that not true, If they are in Heaven they could care less about BB anymore that’s for sure.",,
https://www.instagram.com/p/B89q9yzh3JR/,bigderek0385,"Kobe the type he would throw the ball to Jesus and say check. Rip Kobe, Gigi, all those who lost they lives.",,
https://www.instagram.com/p/B89q9yzh3JR/,texas_dan_19,Their not tho. Their dead and that's the end of it,,
https://www.instagram.com/p/B89q9yzh3JR/,patricia.ginder.174,May Love and Gigi have fun in heaven showing the angels how to play basketball.,,
https://www.instagram.com/p/B89q9yzh3JR/,safirahbilal,😔😢🙏,,
https://www.instagram.com/p/B89q9yzh3JR/,askcarterlaw,🥺 I’m logging off the rest of the day,,
https://www.instagram.com/p/B89q9yzh3JR/,alpha.scholar06,From championship ring to eternal crown 👑. The ultimate game. RIH KB & GB!💛🌼,,
https://www.instagram.com/p/B89q9yzh3JR/,darianbarnes_,It’s just sadder and sadder the more I read today. #ripkobe,['ripkobe'],
https://www.instagram.com/p/B89q9yzh3JR/,cchalmers213123,"Now , i wanna cry with these words from Shaq.",,
https://www.instagram.com/p/B89q9yzh3JR/,sonjataber,🙏🙏🙏🙏🙏🙏,,
https://www.instagram.com/p/B89q9yzh3JR/,nurse2b1974,❤️😭,,
https://www.instagram.com/p/B89poSDl9ty/,abcnews,Harvey Weinstein led out of courtroom by officers following conviction on two counts in sexual assault case. His attorneys intend to appeal. #harveyweinstein #court #prison #metoo,"['harveyweinstein', 'court', 'prison', 'metoo']",
https://www.instagram.com/p/B89poSDl9ty/,kokomontevista,Now do trump,,
https://www.instagram.com/p/B89poSDl9ty/,coronavirus_truth,"No matter how powerful or how wealthy you are, you are not protected from the Coronavirus",,
https://www.instagram.com/p/B89poSDl9ty/,bk_irish,Hope you and Jessie Smolett are cell mates..,,
https://www.instagram.com/p/B89poSDl9ty/,haclass1984,"It's about time! 👌🤜🤛 Now time to come to California for another trial. Leave the Walker in jail, doesn't make people feel sorry for you...",,
https://www.instagram.com/p/B89poSDl9ty/,rebeccagee67,Ummmm Bye 👋,,
https://www.instagram.com/p/B89poSDl9ty/,themasterharperofpern,This is what I want to hear.,,
https://www.instagram.com/p/B89poSDl9ty/,chrissantana8,Cool,,
https://www.instagram.com/p/B89poSDl9ty/,aguirregene,he walks! Its a miracle!,,
https://www.instagram.com/p/B89poSDl9ty/,the.provideo,👏,,
https://www.instagram.com/p/B89poSDl9ty/,nancyferrone,"Yes! Bravo to those victims with a voice, you have Finally been heard. Now do your time Harvey!",,
https://www.instagram.com/p/B89poSDl9ty/,say_hi_bob,👏👏👏,,
https://www.instagram.com/p/B89poSDl9ty/,therealpapabearlol,It’s not over yet. This trial was probably rigged with “mistakes” by the prosecutor so he can get away with everything on appeal. That’s how they operate.,,
https://www.instagram.com/p/B89o3V9h8no/,abcnews,"Michael Jordan says he admired Kobe Bryant ""not just in sports, but as a parent."" ""I am inspired by what he's done and what he shared with Vanessa and what he shared with his kids."" #girldad #kobebryant #nba #wnba #gigi #gigibryant","['girldad', 'kobebryant', 'nba', 'wnba', 'gigi', 'gigibryant']",
https://www.instagram.com/p/B89o3V9h8no/,not4thegram,Another meme😭😭😭,,
https://www.instagram.com/p/B89o3V9h8no/,coronavirus_truth,"No matter how wealthy or how powerful you are, you are not protected from the Coronavirus",,
https://www.instagram.com/p/B89o3V9h8no/,sboring71,Damn somebody could have handed the man a Kleenex,,
https://www.instagram.com/p/B89o3V9h8no/,sonylu1411,He’s a real man showing his feelings and respect for Kobe and Gianna !! I admire him !! 🙏🏻,,
https://www.instagram.com/p/B89o3V9h8no/,dshu1998,He is a cryer alright.,,
https://www.instagram.com/p/B89o3V9h8no/,staceybridges6,Kobe Bryant has made a lot of GREAT moves but his best moves were off the court. Kobe Bryant will make good father's GREAT DADS! ❤💜💛🖤🏀🐍,,
https://www.instagram.com/p/B89o3V9h8no/,toddallen303,MJ was phenomenal today. God Bless!,,
https://www.instagram.com/p/B89o3V9h8no/,kcrose917,God bless..,,
https://www.instagram.com/p/B89o3V9h8no/,pkowalko82,Beautiful words 🙏,,
https://www.instagram.com/p/B89o3V9h8no/,hmeisterss,❤️ For #kobebryant,['kobebryant'],
https://www.instagram.com/p/B89o3V9h8no/,wolfeye2121,Seven others😂🤣😂😂👏👏👏🤡🤡🤡,,
https://www.instagram.com/p/B89o3V9h8no/,jrbook134,⭐️⭐️⭐️❤️🌻🌻🌻🌻❤️,,
https://www.instagram.com/p/B89o1sYAnyF/,abcnews,"Attorneys for Harvey Weinstein: ""We are disappointed in the verdict and will be filing an appeal."" #harveyweinstein #court #prison #metoo #appeal","['harveyweinstein', 'court', 'prison', 'metoo', 'appeal']",
https://www.instagram.com/p/B89o1sYAnyF/,jamaicanchefnowthen4eva,Trump got this please,,
https://www.instagram.com/p/B89o1sYAnyF/,glancyaa,Now do Trump,,
https://www.instagram.com/p/B89o1sYAnyF/,therealpapabearlol,I’ll bet everything I own the prosecution made intentional “mistakes” to allow Weinstein to beat it all on appeal. That’s how they operate.,,
https://www.instagram.com/p/B89o1sYAnyF/,christopher_lavender,Give a cell and three squares a day just like the others he's obviously no better than anyone else so treat him the same. Also the guards that Epstein had cause he definitely didn't kill himself.,,
https://www.instagram.com/p/B89o1sYAnyF/,garzalynn,By all means provide the best health care. Be sure HE pays for it.,,
https://www.instagram.com/p/B89o1sYAnyF/,soosassi,😡,,
https://www.instagram.com/p/B89o1sYAnyF/,lovingthe_dynalife,Those women simply exchanged services for careers/income. That's called prostitution,,
https://www.instagram.com/p/B89o1sYAnyF/,robinrussell194,Well I don't think u should be tried for crimes years ago. It's their word against his. I am female and think this is wrong. If it wasn't violent or traumatizing at that time it's not years layer,,
https://www.instagram.com/p/B89o1sYAnyF/,picktorious,😂😂😂😂😂😂,,
https://www.instagram.com/p/B89o1sYAnyF/,masstransit,$5 he’s gonna “hang himself”. Any takers?,,
https://www.instagram.com/p/B89o1sYAnyF/,gaild56,🤔,,
https://www.instagram.com/p/B89o1sYAnyF/,sweet_nita1,Rikers 😳,,
https://www.instagram.com/p/B89oIh_larD/,abcnews,"Michael Jordan tearfully remembers Kobe Bryant: ""He wanted to be the best basketball player that he could be. And as I got to know him, I wanted to be the best big brother that I could be."" #michaeljordan #kobebryant #gigi #gigibryant #nba","['michaeljordan', 'kobebryant', 'gigi', 'gigibryant', 'nba']",
https://www.instagram.com/p/B89oIh_larD/,quijotic_returns,"Jesus...another meme in the making, with the same man. 🤦🏻‍♂️ lets hope not",,
https://www.instagram.com/p/B89oIh_larD/,mckoy_,Y’all put this damn picture up on purpose to be funny I don’t like it 😒,,
https://www.instagram.com/p/B89oIh_larD/,johnny_blight,Trump 2020,,
https://www.instagram.com/p/B89oIh_larD/,coconutstagram,Haven't heard from MJ in years...it was amazingly touching 💕🙏💞. #KOBE💕,['KOBE'],
https://www.instagram.com/p/B89oIh_larD/,diamondbigbossdionne,Another MJ meme 🙏🏻,,
https://www.instagram.com/p/B89oIh_larD/,_artisdope,Thought this was a meme face at first! I was about to be like people don’t got no sympathy!,,
https://www.instagram.com/p/B89oIh_larD/,zino0729,LEGEND REMEMBERING LEGEND,,
https://www.instagram.com/p/B89oIh_larD/,dincer01_,Black lives matter🔥 black 2020,,
https://www.instagram.com/p/B89oIh_larD/,joepaulrod,We should of have used another picture honestly,,
https://www.instagram.com/p/B89oIh_larD/,coronavirus_truth,Propaganda again to distract you all from the death rates all over the world from covid19,,
https://www.instagram.com/p/B89oIh_larD/,roses_aka_billysgirl,"THE MAN & GOAT, no question, stunningly beautiful eulogy, at least he mentioned the other 7 who lost their lives!!! Right on MJ retire his number please!!!",,
https://www.instagram.com/p/B89oIh_larD/,evenstar1.3,40 days of deep mourning 🙏,,
https://www.instagram.com/p/B89mcoXpom4/,abcnews,"“These are eight women who pulled our justice system into the 21st century—by declaring that rape is rape and sexual assault is sexual assault, no matter what.” Manhattan district attorney speaks after Harvey Weinstein found guilty on two counts.",,
https://www.instagram.com/p/B89mcoXpom4/,coronavirus_truth,Media is trying to distract you from all of the deaths from covid19,,
https://www.instagram.com/p/B89mcoXpom4/,mr_cannie,But a House is not a Home- Luther Vandross,,
https://www.instagram.com/p/B89mcoXpom4/,glancyaa,Now do Trump,,
https://www.instagram.com/p/B89mcoXpom4/,reverendjohnatom1,AHAHAHAHA ☢️,,
https://www.instagram.com/p/B89mcoXpom4/,ronnietaylor15,"tRUMP, WILL GIVE PARDON,??????",,
https://www.instagram.com/p/B89mcoXpom4/,chrissantana8,Go. Home. @. C. ❤️,,['.']
https://www.instagram.com/p/B89mcoXpom4/,martapachecosg,#marisegomes,['marisegomes'],
https://www.instagram.com/p/B89mcoXpom4/,sonny.lindaguy,Michael Bloomberg?,,
https://www.instagram.com/p/B89mcoXpom4/,laugh4me733,🤔,,
https://www.instagram.com/p/B89mcoXpom4/,carolinemoersdorf,❤️❤️❤️❤️❤️,,
https://www.instagram.com/p/B89mcoXpom4/,9mahoghany9brown9,Got him💯,,
https://www.instagram.com/p/B89mcoXpom4/,officialgedalia,25 YEARS FOR 8 WOMEN? 😂😂😂😂 HE WILL BE OUT IN 6 YEARS OR WILL BE SENT TO A NURSING HOME. THIS IS A JOKE JUST LIKE WHEN JUANITA AND OTHET WOMAN ACCUSED BILL CLINTON,,
https://www.instagram.com/p/B89l8PxFPkX/,abcnews,"Vanessa Bryant ends her eulogy of her husband and daughter: ""Babe, you take care of our Gigi. And I got Nani, B.B. and KoKo. We're still the best team."" ""May you both rest in peace and have fun in Heaven until we meet again one day."" #vanessabryant #kobebryant #nba #wnba #gigi #gigibryant","['vanessabryant', 'kobebryant', 'nba', 'wnba', 'gigi', 'gigibryant']",
https://www.instagram.com/p/B89l8PxFPkX/,jlyvo,I hope he knew Jesus Christ as his personal Lord and Savior. 💜,,
https://www.instagram.com/p/B89l8PxFPkX/,protest_the_corona,Y'all gotta follow me I'm here to protest the Corona virus,,
https://www.instagram.com/p/B89l8PxFPkX/,gonzogreen90,How is she doing all this with a straight face. I'd be all over the place. 💔,,
https://www.instagram.com/p/B89l8PxFPkX/,jasian_lerice,"""until we meet again one day""😆😁😂",,
https://www.instagram.com/p/B89l8PxFPkX/,vickydc_119,She’s very strong 😭,,
https://www.instagram.com/p/B89l8PxFPkX/,khing_it77,Peace of mind be upon you,,
https://www.instagram.com/p/B89l8PxFPkX/,huntress2x,My heart ACHES for her!,,
https://www.instagram.com/p/B89l8PxFPkX/,coronavirus_truth,Propaganda media trying to distract you from all the deaths from the Covid19,,
https://www.instagram.com/p/B89l8PxFPkX/,fashion.diplomacy,Too much sadness 😢,,
https://www.instagram.com/p/B89l8PxFPkX/,aizachaudhry22,😘,,
https://www.instagram.com/p/B89l8PxFPkX/,angelicaricardes,How sad 😢just by read it makes me feel like crying 😢😢❤️🙏,,
https://www.instagram.com/p/B89l8PxFPkX/,nan0_fig,"""Until we meet again one day."" But not yet. RIP",,
https://www.instagram.com/p/B89kjUFlli9/,abcnews,"Vanessa Bryant is helped by Michael Jordan as she steps off stage after paying an emotional tribute to her late husband, Kobe Bryant, her daughter Gianna and the seven others killed in last month's helicopter crash. (📷: Lucy Nicholson/Reuters)",,
https://www.instagram.com/p/B89kjUFlli9/,marib53,"Vanessa did a fabulous job. With the weight of the world on her shoulders, she truly spoke from her heart 💕",,
https://www.instagram.com/p/B89kjUFlli9/,1.tanyelle,So tragic. God Bless her♥️🕊,,
https://www.instagram.com/p/B89kjUFlli9/,wolfeye2121,And 7 others,,
https://www.instagram.com/p/B89kjUFlli9/,turnblue2020,Strong lady. ❤️❤️❤️,,
https://www.instagram.com/p/B89kjUFlli9/,5._.bxndzz,💙😞Pray for her,,
https://www.instagram.com/p/B89kjUFlli9/,peterson.michelle61,Sorry for the loss of your husband and daughter.❤️✝️,,
https://www.instagram.com/p/B89kjUFlli9/,dincer01_,Opinion: People in their 70s are healthy enough to run the country 🔥 where is Stormy Daniels and Donald Trump😂,,
https://www.instagram.com/p/B89kjUFlli9/,alishagibbons24,"I can't watch this, too emotional...#RIPKobe #RIPGianna #Forever 😍💞💕","['RIPKobe', 'RIPGianna', 'Forever']",
https://www.instagram.com/p/B89kjUFlli9/,bernie1155,May the Lord comfort you and your family we are praying for you.,,
https://www.instagram.com/p/B89kjUFlli9/,michelledasilva5,"Prayers go out to all family and friends for their loss. 💔
Try to take solace in all the positive and loving tributes all around the world, to all the victims and their families.
May your paths to healing be swift.
God bless. 💕",,
https://www.instagram.com/p/B89kjUFlli9/,oakland1963,My heart goes out to everyone who lost a family member that day. RIP.,,
https://www.instagram.com/p/B89kjUFlli9/,jessy_chris9,Rest on legend🔥🔥,,
https://www.instagram.com/p/B89jt57pLwi/,abcnews,"Sabrina Ionescu, a point guard at the University of Oregon who became a mentor for Gianna Bryant, called the 13-year-old ""the future"" of women's basketball. #kobebryant #nba #girldad #gigibryant","['kobebryant', 'nba', 'girldad', 'gigibryant']",
https://www.instagram.com/p/B89jt57pLwi/,rogerbigblock,Enough Kobe already. There are more important things occurring in the world now.,,
https://www.instagram.com/p/B89jt57pLwi/,dincer01_,Opinion: People in their 70s are healthy enough to run the country 🔥 where is Stormy Daniels and Donald Trump?😂,,
https://www.instagram.com/p/B89jt57pLwi/,chriswinget7,❤️❤️❤️❤️,,
https://www.instagram.com/p/B89jt57pLwi/,jespojr,Crying,,
https://www.instagram.com/p/B89jt57pLwi/,protest_the_corona,Y'all gotta follow me I'm here to protest the Corona virus #coronavirus,['coronavirus'],
https://www.instagram.com/p/B89jt57pLwi/,beatin_my_meat,Guess we’ll never know lol,,
https://www.instagram.com/p/B89jt57pLwi/,eaglesfan2007,Who is that guy?,,
https://www.instagram.com/p/B89jt57pLwi/,scubalover14,😨😨😨😨😨,,
https://www.instagram.com/p/B89jt57pLwi/,sonjataber,🙏❤️,,
https://www.instagram.com/p/B89jt57pLwi/,destroyedthefbi,Putin don’t play around 💀,,
https://www.instagram.com/p/B89jt57pLwi/,sherriswanedmundsmonarch,In gods hands now✝️,,
https://www.instagram.com/p/B89jt57pLwi/,marciahamilton3427,😍😍,,
https://www.instagram.com/p/B89icv-Fojs/,abcnews,"Vanessa Bryant remembers her late husband Kobe as ""the kind of man that wanted to teach the future generations to be better and keep them from making his own mistakes.” #vanessabryant #kobebryant #nba #girldad #gigibryant","['vanessabryant', 'kobebryant', 'nba', 'girldad', 'gigibryant']",
https://www.instagram.com/p/B89icv-Fojs/,sunshineytricia,Mistakes. Like raping a 19 year old. Ok.,,
https://www.instagram.com/p/B89icv-Fojs/,_teena_bean,"People can be so hateful with their comments. If you have nothing positive to say, move on. The last thing this family wants to READ are hateful comments. 💛 This woman lost her husband & 13 year old daughter... How would you feel?!?",,
https://www.instagram.com/p/B89icv-Fojs/,lovingthe_dynalife,Hollyweird😩😩😩😩😩,,
https://www.instagram.com/p/B89icv-Fojs/,paid_with_edward_btc,"who else want to start making $10,000 real quick  ask ME HOW? 🇺🇸🇨🇦💰💰",,
https://www.instagram.com/p/B89icv-Fojs/,hoplesrmntc,"Words cannot Express the deepest sadness you could ever imagine to feel when your child and spouse leave the earth seemingly too soon. Gods promise was ""he who believe in me will have everlasting life in heaven"". I know too well the heart ache Vanessa feels as a woman that has lost a child and husband. My deepest sympathies for you and your families loss. 😪♥️♥️",,
https://www.instagram.com/p/B89icv-Fojs/,destroyedthefbi,Putin don’t play 💀,,
https://www.instagram.com/p/B89icv-Fojs/,valgarbarini,🤍,,
https://www.instagram.com/p/B89icv-Fojs/,marvelousday2019,So very sad... continued prayers and condolences for all the families❤️❤️❤️🏀🏀💜💜(Mel O’D in Maryland),,
https://www.instagram.com/p/B89icv-Fojs/,harry114b,Ok,,
https://www.instagram.com/p/B89icv-Fojs/,serge.k.remax,♥️,,
https://www.instagram.com/p/B89icv-Fojs/,rodiosbi,🙏❤️💔😭🌹,,
https://www.instagram.com/p/B89icv-Fojs/,soycappi,🦋 Forever,,
https://www.instagram.com/p/B89gGSmFfR0/,abcnews,"Vanessa Bryant: ""Gigi was motivated to change the way everyone viewed women in sports. She wrote papers in school defending women and wrote about how the unequal pay difference for the NBA and WNBA leagues wasn’t fair.” #kobebryant #vanessabryant #gigi #gigibryant #nba #wnba","['kobebryant', 'vanessabryant', 'gigi', 'gigibryant', 'nba', 'wnba']",
